Nome,Área,Endereço,Núm. unidades,Vacância,Inadimplência,Share sobre receita,Ticker,Ano,Papel,Nome do fundo,CNPJ,Valor,Emissão,Série
AG. ZONA SUL,"2.062,03 m2","AV.N.SRA.COPACABANA,594, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","2,29%",TVRI11,2021,,,,,,
AG.BELEM-CENTRO(PA),"10.514,51 m2","AV.PRES.VARGAS,248, BELEM-PA",1,"0,00%","0,00%","2,23%",TVRI11,2021,,,,,,
AG. MANAUS,"9.269,63 m2","RUA GUILHERME MOREIRA, 315, MANAUS-AM",1,"0,00%","0,00%","1,86%",TVRI11,2021,,,,,,
AG. JUIZ DE FORA,"6.587,20 m2","RUA HALFELD, 770 / ESQ. RUA MARECHAL DEODORO, 497, JUIZ FORA-MG",1,"0,00%","0,00%","1,76%",TVRI11,2021,,,,,,
AG. CAMPOS GOYTACAZES,"7.322,74 m2","PCA.DAS 4 JORNADAS,11, CAMPOS DOS GOYTACAZES-RJ",1,"0,00%","0,00%","1,73%",TVRI11,2021,,,,,,
AG. ASA NORTE 504,"4.593,67 m2","SEPN QUADRA 504 BL B EDIFICIO VIRGO, BRASILIA-DF",1,"0,00%","0,00%","1,68%",TVRI11,2021,,,,,,
AG LEBLON,"1.373,42 m2","AV.BARTOLOMEU MITRE 438-A, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","1,57%",TVRI11,2021,,,,,,
AG. AFONSO PENA,"8.103,28 m2","AV.AFONSO PENA,2202, CAMPO GRANDE-MS",1,"0,00%","0,00%","1,47%",TVRI11,2021,,,,,,
AG. FLORIANOPOLIS,"6.788,73 m2","PRACA XV DE NOVEMBRO, 321, FLORIANOPOLIS-SC",1,"0,00%","0,00%","1,43%",TVRI11,2021,,,,,,
AG. SANTO AMARO PAULISTA,"4.879,82 m2","R.PAULO EIRO,471/PRACA FLORIANO PEIXOTO, 254, SAO PAULO-SP",1,"0,00%","0,00%","1,42%",TVRI11,2021,,,,,,
AG. MOEMA,"2.353,66 m2","ALAMEDA DOS JURUPIS, 1156, SAO PAULO-SP",1,"0,00%","0,00%","1,33%",TVRI11,2021,,,,,,
AG. ALDEOTA,"5.476,78 m2","AV.SANTOS DUMONT,2889, FORTALEZA-CE",1,"0,00%","0,00%","1,32%",TVRI11,2021,,,,,,
AG. CONJUNTO NACIONAL,"1.207,40 m2","SDN CONJ A LOJA C-03 2 PAVIMENTO, BRASILIA-DF",1,"0,00%","0,00%","1,29%",TVRI11,2021,,,,,,
AG. IPIRANGA-SP,"7.007,05 m2","R.BOM PASTOR,153/169, SAO PAULO-SP",1,"0,00%","0,00%","1,26%",TVRI11,2021,,,,,,
AG. NITEROI (RJ),"4.431,34 m2","AV.ERNANI AMARAL PEIXOTO, 347, NITEROI-RJ",1,"0,00%","0,00%","1,23%",TVRI11,2021,,,,,,
AG. BONFIM,"8.170,67 m2","AV.GOV.PEDRO DE TOLEDO,1099, CAMPINAS-SP",1,"0,00%","0,00%","1,22%",TVRI11,2021,,,,,,
AG. CARIJOS,"5.407,00 m2","R.ESPIRITO SANTO,571, ESQ. C/ RUA CARIJÓS, 185, BELO HORIZONTE-MG",1,"0,00%","0,00%","1,21%",TVRI11,2021,,,,,,
AG. GENERAL VALADAO,"6.077,92 m2","PRACA GENERAL VALADAO,377, ARACAJU-SE",1,"0,00%","0,00%","1,13%",TVRI11,2021,,,,,,
AG. CINELANDIA,"1.834,12 m2","AV.13 DE MAIO,13, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","1,12%",TVRI11,2021,,,,,,
AG. NOSSA SENHORA LAPA,"3.878,31 m2","R.NOSSA SENHORA DA LAPA, 281, SAO PAULO-SP",1,"0,00%","0,00%","1,08%",TVRI11,2021,,,,,,
AG. CAMPINAS,"5.981,84 m2","R.DR.COSTA AGUIAR,626, CAMPINAS-SP",1,"0,00%","0,00%","1,07%",TVRI11,2021,,,,,,
AG. CAMPOS ELISEOS,"5.991,07 m2","AV.RIO BRANCO,1437, SAO PAULO-SP",1,"0,00%","0,00%","1,05%",TVRI11,2021,,,,,,
AG. UBERLANDIA,"6.241,00 m2","AV. AFONSO PENA, 745, ESQUINA R. QUINTINO BOCAIUVA, UBERLANDIA-MG",1,"0,00%","0,00%","1,05%",TVRI11,2021,,,,,,
PSO PIRACICABA,"5.122,37 m2","PCA.JOSE BONIFACIO,945, PIRACICABA-SP",1,"0,00%","0,00%","0,96%",TVRI11,2021,,,,,,
AG. SAO JOSE DOS CAMPOS,"6.501,15 m2","R.DR.NELSON D AVILA,149-CENTRO, SAO JOSE DOS CAMPOS-SP",1,"0,00%","0,00%","0,96%",TVRI11,2021,,,,,,
AG. MARINGA,"7.623,36 m2","AV.DUQUE DE CAXIAS 448, MARINGA-PR",1,"0,00%","0,00%","0,95%",TVRI11,2021,,,,,,
AG. PINHEIROS,"2.375,04 m2","R.PINHEIROS,1492, SAO PAULO-SP",1,"0,00%","0,00%","0,93%",TVRI11,2021,,,,,,
AG. PCA XV NOVEMBRO/BESC,"3.663,99 m2","Praça XV de Novembro, 329, FLORIANOPOLIS-SC",1,"0,00%","0,00%","0,87%",TVRI11,2021,,,,,,
SUPER VAR E GOV RS,"4.280,00 m2","R.HONORIO SILVEIRA DIAS,1830, PORTO ALEGRE-RS",1,"0,00%","0,00%","0,85%",TVRI11,2021,,,,,,
AG. TIJUCA,"1.291,87 m2","R.CONDE BONFIM,369-A, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","0,84%",TVRI11,2021,,,,,,
AG. ARACATUBA,"6.070,59 m2","PCA. RUI BARBOSA, 322, ARACATUBA-SP",1,"0,00%","0,00%","0,83%",TVRI11,2021,,,,,,
AG. PARAISO,"1.447,47 m2","AV.BERNARDINO DE CAMPOS,250, SAO PAULO-SP",1,"0,00%","0,00%","0,80%",TVRI11,2021,,,,,,
AG. BRAS,"4.247,00 m2","AV.RANGEL PESTANA,2128, SAO PAULO-SP",1,"0,00%","0,00%","0,79%",TVRI11,2021,,,,,,
AG CAXIAS SUL,"5.778,75 m2","RUA MARQUES DO HERVAL, 1354, EDIFICO SATELITE, CAXIAS DO SUL-RS",1,"0,00%","0,00%","0,79%",TVRI11,2021,,,,,,
AG. CENTRO - SOROCABA(SP),"6.614,50 m2","RUA XV DE NOVEMBRO, N. 191, SOROCABA-SP",1,"0,00%","0,00%","0,77%",TVRI11,2021,,,,,,
AG. PC.RUI BARBOSA-BAURU,"4.085,67 m2","PCA.RUI BARBOSA,1-55/R.ANT. ALVES, 9-38, BAURU-SP",1,"0,00%","0,00%","0,76%",TVRI11,2021,,,,,,
AG. BAIRRO BOM RETIRO,"2.962,72 m2","R.JULIO CONCEICAO,438, SAO PAULO-SP",1,"0,00%","0,00%","0,74%",TVRI11,2021,,,,,,
AG. PRACA DA ARVORE,"2.506,37 m2","AV.JABAQUARA 424, SAO PAULO-SP",1,"0,00%","0,00%","0,72%",TVRI11,2021,,,,,,
AG. BROOKLIN PAULISTA,"1.843,34 m2","R. JOAQUIM NABUCO, 246, SAO PAULO-SP",1,"0,00%","0,00%","0,72%",TVRI11,2021,,,,,,
AG. SANTANA,"2.061,96 m2","R.VOLUNTARIOS DA PATRIA,1769, SAO PAULO-SP",1,"0,00%","0,00%","0,71%",TVRI11,2021,,,,,,
AG. ASA SUL 507,"1.757,82 m2","AV W-3, Q.7, LT.7,8 E 9, BRASILIA-DF",1,"0,00%","0,00%","0,69%",TVRI11,2021,,,,,,
AG. PONTA GROSSA,"7.562,77 m2","R.AUGUSTO RIBAS,555, PONTA GROSSA-PR",1,"0,00%","0,00%","0,67%",TVRI11,2021,,,,,,
AG. ANA ROSA,"1.688,50 m2","R.DOMINGOS DE MORAES, 438, SAO PAULO-SP",1,"0,00%","0,00%","0,66%",TVRI11,2021,,,,,,
SAO CAETANO DO SUL,"3.733,00 m2","PCA.CARDEAL ARCOVERDE,52, SAO CAETANO DO SUL-SP",1,"0,00%","0,00%","0,61%",TVRI11,2021,,,,,,
AG. VILA CARRAO (SP),"2.538,15 m2","AV.CONSELHEIRO CARRAO,2411, SAO PAULO-SP",1,"0,00%","0,00%","0,59%",TVRI11,2021,,,,,,
AG. DUQUE DE CAXIAS,"3.535,61 m2","AV.PRES.KENNEDY,1461, DUQUE DE CAXIAS-RJ",1,"0,00%","0,00%","0,59%",TVRI11,2021,,,,,,
AG. SAO JOSE RIO PRETO SP,"3.042,94 m2","R.VOLUNTARIOS DE S.PAULO,2975, SAO JOSE DO RIO PRETO-SP",1,"0,00%","0,00%","0,58%",TVRI11,2021,,,,,,
AG. PENHA FRANCA,"2.312,10 m2","AV.PENHA DE FRANCA,549, SAO PAULO-SP",1,"0,00%","0,00%","0,58%",TVRI11,2021,,,,,,
AG PASSO FUNDO,"4.526,26 m2","R. BENTO GONCALVES, 516, PASSO FUNDO-RS",1,"0,00%","0,00%","0,54%",TVRI11,2021,,,,,,
AG. FREGUESIA DO O,"2.259,00 m2","AV.SANTA MARINA 2618, SAO PAULO-SP",1,"0,00%","0,00%","0,54%",TVRI11,2021,,,,,,
AG. TOLEDO,"4.696,00 m2","RUA 7 DE SETEMBRO, 1209, TOLEDO-PR",1,"0,00%","0,00%","0,51%",TVRI11,2021,,,,,,
AG. CASA VERDE,"2.268,37 m2","R.BARORE,284, SAO PAULO-SP",1,"0,00%","0,00%","0,50%",TVRI11,2021,,,,,,
AG. RIBEIRAO PRETO SP,"3.642,79 m2","R.DUQUE DE CAXIAS,725, RIBEIRAO PRETO-SP",1,"0,00%","0,00%","0,49%",TVRI11,2021,,,,,,
AG. JACAREPAGUA,"1.300,96 m2","AV.GEREMARIO DANTAS,78, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","0,46%",TVRI11,2021,,,,,,
AG. CATEDRAL-SOROCABA,"2.089,12 m2","R.XV DE NOVEMBRO,63/67, SOROCABA-SP",1,"0,00%","0,00%","0,31%",TVRI11,2021,,,,,,
SUPER VAR E GOV MT,"3.347,98 m2","R. FELINTO MULLER, 2104/PRES.JOSE LINHARES, 50, CUIABA-MT",1,"0,00%","0,00%","0,22%",TVRI11,2021,,,,,,
ED. SEDE III,"46.054,40 m2","QD. 1, BL.G, LT. 32, BRASILIA-DF",1,"0,00%","0,00%","19,23%",TVRI11,2020,,,,,,
CSL SAO PAULO,"29.550,10 m2","AV.S.JOAO,32/R.LIBERO BADARO,568/R.S.BENTO,465, SAO PAULO-SP",1,"0,00%","0,00%","7,28%",TVRI11,2020,,,,,,
CSL CURITIBA,"14.619,73 m2","PR.TIRADENTES,410/AL.DR. MURICY,760/R. CANDIDO LOP, CURITIBA-PR",1,"0,00%","0,00%","3,97%",TVRI11,2020,,,,,,
CSL BELO HORIZONTE,"14.176,09 m2","R.DA BAHIA,2500, BELO HORIZONTE-MG",1,"0,00%","0,00%","3,28%",TVRI11,2020,,,,,,
AG.BELO HORIZONTE,"18.909,00 m2","R.RIO DE JANEIRO,750, BELO HORIZONTE-MG",1,"0,00%","0,00%","3,28%",TVRI11,2020,,,,,,
AG. TAMOIOS BH,"14.829,70 m2","R.TAMOIOS,731/R. GUARANI, 504, BELO HORIZONTE-MG",1,"0,00%","0,00%","2,84%",TVRI11,2020,,,,,,
CSL SAO PAULO,"8.367,60 m2","RUA SAO BENTO, 483 / RUA LIBERO BADARO, 582, SAO PAULO-SP",1,"0,00%","0,00%","2,45%",TVRI11,2020,,,,,,
CSL BRASILIA,"11.133,35 m2","AV. GOIAS, 980 - QD.14, GOIANIA-GO",1,"0,00%","0,00%","2,30%",TVRI11,2020,,,,,,
AG. ZONA SUL,"2.062,03 m2","AV.N.SRA.COPACABANA,594, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","2,29%",TVRI11,2020,,,,,,
AG.BELEM-CENTRO(PA),"10.514,51 m2","AV.PRES.VARGAS,248, BELEM-PA",1,"0,00%","0,00%","2,23%",TVRI11,2020,,,,,,
AG. MANAUS,"9.269,63 m2","RUA GUILHERME MOREIRA, 315, MANAUS-AM",1,"0,00%","0,00%","1,86%",TVRI11,2020,,,,,,
AG. JUIZ DE FORA,"6.587,20 m2","RUA HALFELD, 770 / ESQ. RUA MARECHAL DEODORO, 497, JUIZ FORA-MG",1,"0,00%","0,00%","1,76%",TVRI11,2020,,,,,,
AG. CAMPOS GOYTACAZES,"7.322,74 m2","PCA.DAS 4 JORNADAS,11, CAMPOS DOS GOYTACAZES-RJ",1,"0,00%","0,00%","1,73%",TVRI11,2020,,,,,,
AG. ASA NORTE 504,"4.593,67 m2","SEPN QUADRA 504 BL B EDIFICIO VIRGO, BRASILIA-DF",1,"0,00%","0,00%","1,68%",TVRI11,2020,,,,,,
AG LEBLON,"1.373,42 m2","AV.BARTOLOMEU MITRE 438-A, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","1,57%",TVRI11,2020,,,,,,
AG. AFONSO PENA,"8.103,28 m2","AV.AFONSO PENA,2202, CAMPO GRANDE-MS",1,"0,00%","0,00%","1,47%",TVRI11,2020,,,,,,
AG. FLORIANOPOLIS,"6.788,73 m2","PRACA XV DE NOVEMBRO, 321, FLORIANOPOLIS-SC",1,"0,00%","0,00%","1,43%",TVRI11,2020,,,,,,
AG. SANTO AMARO PAULISTA,"4.879,82 m2","R.PAULO EIRO,471/PRACA FLORIANO PEIXOTO, 254, SAO PAULO-SP",1,"0,00%","0,00%","1,42%",TVRI11,2020,,,,,,
AG. MOEMA,"2.353,66 m2","ALAMEDA DOS JURUPIS, 1156, SAO PAULO-SP",1,"0,00%","0,00%","1,33%",TVRI11,2020,,,,,,
AG. ALDEOTA,"5.476,78 m2","AV.SANTOS DUMONT,2889, FORTALEZA-CE",1,"0,00%","0,00%","1,32%",TVRI11,2020,,,,,,
AG. CONJUNTO NACIONAL,"1.207,40 m2","SDN CONJ A LOJA C-03 2 PAVIMENTO, BRASILIA-DF",1,"0,00%","0,00%","1,29%",TVRI11,2020,,,,,,
AG. IPIRANGA-SP,"7.007,05 m2","R.BOM PASTOR,153/169, SAO PAULO-SP",1,"0,00%","0,00%","1,26%",TVRI11,2020,,,,,,
AG. NITEROI (RJ),"4.431,34 m2","AV.ERNANI AMARAL PEIXOTO, 347, NITEROI-RJ",1,"0,00%","0,00%","1,23%",TVRI11,2020,,,,,,
AG. BONFIM,"8.170,67 m2","AV.GOV.PEDRO DE TOLEDO,1099, CAMPINAS-SP",1,"0,00%","0,00%","1,22%",TVRI11,2020,,,,,,
AG. CARIJOS,"5.407,00 m2","R.ESPIRITO SANTO,571, ESQ. C/ RUA CARIJÓS, 185, BELO HORIZONTE-MG",1,"0,00%","0,00%","1,21%",TVRI11,2020,,,,,,
AG. GENERAL VALADAO,"6.077,92 m2","PRACA GENERAL VALADAO,377, ARACAJU-SE",1,"0,00%","0,00%","1,13%",TVRI11,2020,,,,,,
AG. CINELANDIA,"1.834,12 m2","AV.13 DE MAIO,13, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","1,12%",TVRI11,2020,,,,,,
AG. NOSSA SENHORA LAPA,"3.878,31 m2","R.NOSSA SENHORA DA LAPA, 281, SAO PAULO-SP",1,"0,00%","0,00%","1,08%",TVRI11,2020,,,,,,
AG. CAMPINAS,"5.981,84 m2","R.DR.COSTA AGUIAR,626, CAMPINAS-SP",1,"0,00%","0,00%","1,07%",TVRI11,2020,,,,,,
AG. CAMPOS ELISEOS,"5.991,07 m2","AV.RIO BRANCO,1437, SAO PAULO-SP",1,"0,00%","0,00%","1,05%",TVRI11,2020,,,,,,
AG. UBERLANDIA,"6.241,00 m2","AV. AFONSO PENA, 745, ESQUINA R. QUINTINO BOCAIUVA, UBERLANDIA-MG",1,"0,00%","0,00%","1,05%",TVRI11,2020,,,,,,
PSO PIRACICABA,"5.122,37 m2","PCA.JOSE BONIFACIO,945, PIRACICABA-SP",1,"0,00%","0,00%","0,96%",TVRI11,2020,,,,,,
AG. SAO JOSE DOS CAMPOS,"6.501,15 m2","R.DR.NELSON D AVILA,149-CENTRO, SAO JOSE DOS CAMPOS-SP",1,"0,00%","0,00%","0,96%",TVRI11,2020,,,,,,
AG. MARINGA,"7.623,36 m2","AV.DUQUE DE CAXIAS 448, MARINGA-PR",1,"0,00%","0,00%","0,95%",TVRI11,2020,,,,,,
AG. PINHEIROS,"2.375,04 m2","R.PINHEIROS,1492, SAO PAULO-SP",1,"0,00%","0,00%","0,93%",TVRI11,2020,,,,,,
AG. PCA XV NOVEMBRO/BESC,"3.663,99 m2","Praça XV de Novembro, 329, FLORIANOPOLIS-SC",1,"0,00%","0,00%","0,87%",TVRI11,2020,,,,,,
SUPER VAR E GOV RS,"4.280,00 m2","R.HONORIO SILVEIRA DIAS,1830, PORTO ALEGRE-RS",1,"0,00%","0,00%","0,85%",TVRI11,2020,,,,,,
AG. TIJUCA,"1.291,87 m2","R.CONDE BONFIM,369-A, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","0,84%",TVRI11,2020,,,,,,
AG. ARACATUBA,"6.070,59 m2","PCA. RUI BARBOSA, 322, ARACATUBA-SP",1,"0,00%","0,00%","0,83%",TVRI11,2020,,,,,,
AG. PARAISO,"1.447,47 m2","AV.BERNARDINO DE CAMPOS,250, SAO PAULO-SP",1,"0,00%","0,00%","0,80%",TVRI11,2020,,,,,,
AG. BRAS,"4.247,00 m2","AV.RANGEL PESTANA,2128, SAO PAULO-SP",1,"0,00%","0,00%","0,79%",TVRI11,2020,,,,,,
AG CAXIAS SUL,"5.778,75 m2","RUA MARQUES DO HERVAL, 1354, EDIFICO SATELITE, CAXIAS DO SUL-RS",1,"0,00%","0,00%","0,79%",TVRI11,2020,,,,,,
AG. CENTRO - SOROCABA(SP),"6.614,50 m2","RUA XV DE NOVEMBRO, N. 191, SOROCABA-SP",1,"0,00%","0,00%","0,77%",TVRI11,2020,,,,,,
AG. PC.RUI BARBOSA-BAURU,"4.085,67 m2","PCA.RUI BARBOSA,1-55/R.ANT. ALVES, 9-38, BAURU-SP",1,"0,00%","0,00%","0,76%",TVRI11,2020,,,,,,
AG. BAIRRO BOM RETIRO,"2.962,72 m2","R.JULIO CONCEICAO,438, SAO PAULO-SP",1,"0,00%","0,00%","0,74%",TVRI11,2020,,,,,,
AG. PRACA DA ARVORE,"2.506,37 m2","AV.JABAQUARA 424, SAO PAULO-SP",1,"0,00%","0,00%","0,72%",TVRI11,2020,,,,,,
AG. BROOKLIN PAULISTA,"1.843,34 m2","R. JOAQUIM NABUCO, 246, SAO PAULO-SP",1,"0,00%","0,00%","0,72%",TVRI11,2020,,,,,,
AG. SANTANA,"2.061,96 m2","R.VOLUNTARIOS DA PATRIA,1769, SAO PAULO-SP",1,"0,00%","0,00%","0,71%",TVRI11,2020,,,,,,
AG. ASA SUL 507,"1.757,82 m2","AV W-3, Q.7, LT.7,8 E 9, BRASILIA-DF",1,"0,00%","0,00%","0,69%",TVRI11,2020,,,,,,
AG. PONTA GROSSA,"7.562,77 m2","R.AUGUSTO RIBAS,555, PONTA GROSSA-PR",1,"0,00%","0,00%","0,67%",TVRI11,2020,,,,,,
AG. ANA ROSA,"1.688,50 m2","R.DOMINGOS DE MORAES, 438, SAO PAULO-SP",1,"0,00%","0,00%","0,66%",TVRI11,2020,,,,,,
SAO CAETANO DO SUL,"3.733,00 m2","PCA.CARDEAL ARCOVERDE,52, SAO CAETANO DO SUL-SP",1,"0,00%","0,00%","0,61%",TVRI11,2020,,,,,,
AG. VILA CARRAO (SP),"2.538,15 m2","AV.CONSELHEIRO CARRAO,2411, SAO PAULO-SP",1,"0,00%","0,00%","0,59%",TVRI11,2020,,,,,,
AG. DUQUE DE CAXIAS,"3.535,61 m2","AV.PRES.KENNEDY,1461, DUQUE DE CAXIAS-RJ",1,"0,00%","0,00%","0,59%",TVRI11,2020,,,,,,
AG. SAO JOSE RIO PRETO SP,"3.042,94 m2","R.VOLUNTARIOS DE S.PAULO,2975, SAO JOSE DO RIO PRETO-SP",1,"0,00%","0,00%","0,58%",TVRI11,2020,,,,,,
AG. PENHA FRANCA,"2.312,10 m2","AV.PENHA DE FRANCA,549, SAO PAULO-SP",1,"0,00%","0,00%","0,58%",TVRI11,2020,,,,,,
AG PASSO FUNDO,"4.526,26 m2","R. BENTO GONCALVES, 516, PASSO FUNDO-RS",1,"0,00%","0,00%","0,54%",TVRI11,2020,,,,,,
AG. FREGUESIA DO O,"2.259,00 m2","AV.SANTA MARINA 2618, SAO PAULO-SP",1,"0,00%","0,00%","0,54%",TVRI11,2020,,,,,,
AG. TOLEDO,"4.696,00 m2","RUA 7 DE SETEMBRO, 1209, TOLEDO-PR",1,"0,00%","0,00%","0,51%",TVRI11,2020,,,,,,
AG. CASA VERDE,"2.268,37 m2","R.BARORE,284, SAO PAULO-SP",1,"0,00%","0,00%","0,50%",TVRI11,2020,,,,,,
AG. RIBEIRAO PRETO SP,"3.642,79 m2","R.DUQUE DE CAXIAS,725, RIBEIRAO PRETO-SP",1,"0,00%","0,00%","0,49%",TVRI11,2020,,,,,,
AG. JACAREPAGUA,"1.300,96 m2","AV.GEREMARIO DANTAS,78, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","0,46%",TVRI11,2020,,,,,,
AG. CATEDRAL-SOROCABA,"2.089,12 m2","R.XV DE NOVEMBRO,63/67, SOROCABA-SP",1,"0,00%","0,00%","0,31%",TVRI11,2020,,,,,,
SUPER VAR E GOV MT,"3.347,98 m2","R. FELINTO MULLER, 2104/PRES.JOSE LINHARES, 50, CUIABA-MT",1,"0,00%","0,00%","0,22%",TVRI11,2020,,,,,,
ED. SEDE III,"46.054,40 m2","QD. 1, BL.G, LT. 32, BRASILIA-DF",1,"0,00%","0,00%","19,23%",TVRI11,2019,,,,,,
CSL SAO PAULO,"29.550,10 m2","AV.S.JOAO,32/R.LIBERO BADARO,568/R.S.BENTO,465, SAO PAULO-SP",1,"0,00%","0,00%","7,28%",TVRI11,2019,,,,,,
CSL CURITIBA,"14.619,73 m2","PR.TIRADENTES,410/AL.DR. MURICY,760/R. CANDIDO LOP, CURITIBA-PR",1,"0,00%","0,00%","3,97%",TVRI11,2019,,,,,,
CSL BELO HORIZONTE,"14.176,09 m2","R.DA BAHIA,2500, BELO HORIZONTE-MG",1,"0,00%","0,00%","3,28%",TVRI11,2019,,,,,,
AG.BELO HORIZONTE,"18.909,00 m2","R.RIO DE JANEIRO,750, BELO HORIZONTE-MG",1,"0,00%","0,00%","3,28%",TVRI11,2019,,,,,,
AG. TAMOIOS BH,"14.829,70 m2","R.TAMOIOS,731/R. GUARANI, 504, BELO HORIZONTE-MG",1,"0,00%","0,00%","2,84%",TVRI11,2019,,,,,,
CSL SAO PAULO,"8.367,60 m2","RUA SAO BENTO, 483 / RUA LIBERO BADARO, 582, SAO PAULO-SP",1,"0,00%","0,00%","2,45%",TVRI11,2019,,,,,,
CSL BRASILIA,"11.133,35 m2","AV. GOIAS, 980 - QD.14, GOIANIA-GO",1,"0,00%","0,00%","2,30%",TVRI11,2019,,,,,,
AG. ZONA SUL,"2.062,03 m2","AV.N.SRA.COPACABANA,594, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","2,29%",TVRI11,2019,,,,,,
AG.BELEM-CENTRO(PA),"10.514,51 m2","AV.PRES.VARGAS,248, BELEM-PA",1,"0,00%","0,00%","2,23%",TVRI11,2019,,,,,,
AG. MANAUS,"9.269,63 m2","RUA GUILHERME MOREIRA, 315, MANAUS-AM",1,"0,00%","0,00%","1,86%",TVRI11,2019,,,,,,
AG. JUIZ DE FORA,"6.587,20 m2","RUA HALFELD, 770 / ESQ. RUA MARECHAL DEODORO, 497, JUIZ FORA-MG",1,"0,00%","0,00%","1,76%",TVRI11,2019,,,,,,
AG. CAMPOS GOYTACAZES,"7.322,74 m2","PCA.DAS 4 JORNADAS,11, CAMPOS DOS GOYTACAZES-RJ",1,"0,00%","0,00%","1,73%",TVRI11,2019,,,,,,
AG. ASA NORTE 504,"4.593,67 m2","SEPN QUADRA 504 BL B EDIFICIO VIRGO, BRASILIA-DF",1,"0,00%","0,00%","1,68%",TVRI11,2019,,,,,,
AG LEBLON,"1.373,42 m2","AV.BARTOLOMEU MITRE 438-A, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","1,57%",TVRI11,2019,,,,,,
AG. AFONSO PENA,"8.103,28 m2","AV.AFONSO PENA,2202, CAMPO GRANDE-MS",1,"0,00%","0,00%","1,47%",TVRI11,2019,,,,,,
AG. FLORIANOPOLIS,"6.788,73 m2","PRACA XV DE NOVEMBRO, 321, FLORIANOPOLIS-SC",1,"0,00%","0,00%","1,43%",TVRI11,2019,,,,,,
AG. SANTO AMARO PAULISTA,"4.879,82 m2","R.PAULO EIRO,471/PRACA FLORIANO PEIXOTO, 254, SAO PAULO-SP",1,"0,00%","0,00%","1,42%",TVRI11,2019,,,,,,
AG. MOEMA,"2.353,66 m2","ALAMEDA DOS JURUPIS, 1156, SAO PAULO-SP",1,"0,00%","0,00%","1,33%",TVRI11,2019,,,,,,
AG. ALDEOTA,"5.476,78 m2","AV.SANTOS DUMONT,2889, FORTALEZA-CE",1,"0,00%","0,00%","1,32%",TVRI11,2019,,,,,,
AG. CONJUNTO NACIONAL,"1.207,40 m2","SDN CONJ A LOJA C-03 2 PAVIMENTO, BRASILIA-DF",1,"0,00%","0,00%","1,29%",TVRI11,2019,,,,,,
AG. IPIRANGA-SP,"7.007,05 m2","R.BOM PASTOR,153/169, SAO PAULO-SP",1,"0,00%","0,00%","1,26%",TVRI11,2019,,,,,,
AG. NITEROI (RJ),"4.431,34 m2","AV.ERNANI AMARAL PEIXOTO, 347, NITEROI-RJ",1,"0,00%","0,00%","1,23%",TVRI11,2019,,,,,,
AG. BONFIM,"8.170,67 m2","AV.GOV.PEDRO DE TOLEDO,1099, CAMPINAS-SP",1,"0,00%","0,00%","1,22%",TVRI11,2019,,,,,,
AG. CARIJOS,"5.407,00 m2","R.ESPIRITO SANTO,571, ESQ. C/ RUA CARIJÓS, 185, BELO HORIZONTE-MG",1,"0,00%","0,00%","1,21%",TVRI11,2019,,,,,,
AG. GENERAL VALADAO,"6.077,92 m2","PRACA GENERAL VALADAO,377, ARACAJU-SE",1,"0,00%","0,00%","1,13%",TVRI11,2019,,,,,,
AG. CINELANDIA,"1.834,12 m2","AV.13 DE MAIO,13, RIO DE JANEIRO-RJ",1,"0,00%","0,00%","1,12%",TVRI11,2019,,,,,,
AG. NOSSA SENHORA LAPA,"3.878,31 m2","R.NOSSA SENHORA DA LAPA, 281, SAO PAULO-SP",1,"0,00%","0,00%","1,08%",TVRI11,2019,,,,,,
AG. CAMPINAS,"5.981,84 m2","R.DR.COSTA AGUIAR,626, CAMPINAS-SP",1,"0,00%","0,00%","1,07%",TVRI11,2019,,,,,,
AG. CAMPOS ELISEOS,"5.991,07 m2","AV.RIO BRANCO,1437, SAO PAULO-SP",1,"0,00%","0,00%","1,05%",TVRI11,2019,,,,,,
AG. UBERLANDIA,"6.241,00 m2","AV. AFONSO PENA, 745, ESQUINA R. QUINTINO BOCAIUVA, UBERLANDIA-MG",1,"0,00%","0,00%","1,05%",TVRI11,2019,,,,,,
PSO PIRACICABA,"5.122,37 m2","PCA.JOSE BONIFACIO,945, PIRACICABA-SP",1,"0,00%","0,00%","0,96%",TVRI11,2019,,,,,,
AG. SAO JOSE DOS CAMPOS,"6.501,15 m2","R.DR.NELSON D AVILA,149-CENTRO, SAO JOSE DOS CAMPOS-SP",1,"0,00%","0,00%","0,96%",TVRI11,2019,,,,,,
AG. MARINGA,"7.623,36 m2","AV.DUQUE DE CAXIAS 448, MARINGA-PR",1,"0,00%","0,00%","0,95%",TVRI11,2019,,,,,,
AG. PINHEIROS,"2.375,04 m2","R.PINHEIROS,1492, SAO PAULO-SP",1,"0,00%","0,00%","0,93%",TVRI11,2019,,,,,,
